Date,Hours,Title,Created,IsProject?,MeetingType,Id,Type,SuddenWork?,Project.Id,Createdby.Id,BusinessTrip,Worktype.Id
2024-05-19 00:00:00.000,1,"SW Daily Meeting",2024-05-20 00:00:00.000,"NonProject","","3353","","FALSE","14","211","FALSE","6"
2024-05-15 00:00:00.000,1,"SW Daily Meeting",2024-05-20 00:00:00.000,"NonProject","","3424","","FALSE","14","213","FALSE","6"
2024-05-16 00:00:00.000,1,"SW Daily Meeting",2024-05-20 00:00:00.000,"NonProject","","3428","","FALSE","14","213","FALSE","6"
2024-05-19 00:00:00.000,1,"SW Daily Meeting",2024-05-21 00:00:00.000,"NonProject","","3474","","FALSE","14","213","FALSE","6"
2024-05-20 00:00:00.000,1,"SW Daily Meeting",2024-05-21 00:00:00.000,"NonProject","","3652","","FALSE","14","211","FALSE","6"
2024-05-21 00:00:00.000,1,"SW Daily Meeting",2024-05-21 00:00:00.000,"NonProject","","3673","","FALSE","14","213","FALSE","6"
2024-05-21 00:00:00.000,1,"SW Daily Meeting",2024-05-22 00:00:00.000,"NonProject","","3756","","FALSE","14","206","FALSE","6"
2024-05-21 00:00:00.000,1,"SW Daily Meeting",2024-05-22 00:00:00.000,"NonProject","","3783","","FALSE","14","211","FALSE","6"
2024-05-21 00:00:00.000,1,"SW Daily Meeting",2024-05-22 00:00:00.000,"NonProject","","3816","","FALSE","14","209","FALSE","6"
2024-05-22 00:00:00.000,1,"SW Daily Meeting",2024-05-23 00:00:00.000,"NonProject","","3944","","FALSE","14","206","FALSE","6"
2024-05-22 00:00:00.000,1,"SW Daily Meeting",2024-05-24 00:00:00.000,"NonProject","","4078","","FALSE","14","209","FALSE","6"
2024-05-26 00:00:00.000,1,"SW Daily Meeting",2024-05-27 00:00:00.000,"NonProject","","4388","","FALSE","14","206","FALSE","6"
2024-05-26 00:00:00.000,1,"SW Daily Meeting",2024-05-27 00:00:00.000,"NonProject","","4391","","FALSE","14","211","FALSE","6"
2024-05-26 00:00:00.000,1,"SW Daily Meeting",2024-05-28 00:00:00.000,"NonProject","","4665","","FALSE","14","213","FALSE","6"
2024-05-27 00:00:00.000,1,"SW Daily Meeting",2024-05-28 00:00:00.000,"NonProject","","4668","","FALSE","14","213","FALSE","6"
2024-05-28 00:00:00.000,1,"SW Daily Meeting",2024-05-29 00:00:00.000,"NonProject","","4779","","FALSE","14","211","FALSE","6"
2024-05-28 00:00:00.000,1,"SW Daily Meeting",2024-05-29 00:00:00.000,"NonProject","","4812","","FALSE","14","206","FALSE","6"
2024-05-28 00:00:00.000,1,"SW Daily Meeting",2024-05-30 00:00:00.000,"NonProject","","4868","","FALSE","14","209","FALSE","6"
2024-05-28 00:00:00.000,1,"SW Daily Meeting",2024-05-30 00:00:00.000,"NonProject","","4908","","FALSE","14","213","FALSE","6"
2024-05-29 00:00:00.000,1,"SW Daily Meeting",2024-05-30 00:00:00.000,"NonProject","","4913","","FALSE","14","213","FALSE","6"
2024-05-29 00:00:00.000,1,"SW Daily Meeting",2024-05-30 00:00:00.000,"NonProject","","4925","","FALSE","14","209","FALSE","6"
2024-05-29 00:00:00.000,1,"SW Daily Meeting",2024-05-30 00:00:00.000,"NonProject","","4956","","FALSE","14","211","FALSE","6"
2024-05-29 00:00:00.000,1,"SW Daily Meeting",2024-05-30 00:00:00.000,"NonProject","","5027","","FALSE","14","206","FALSE","6"
2024-05-30 00:00:00.000,1,"SW Daily Meeting",2024-05-31 00:00:00.000,"NonProject","","5144","","FALSE","14","206","FALSE","6"
2024-05-30 00:00:00.000,1,"SW Daily Meeting",2024-05-31 00:00:00.000,"NonProject","","5157","","FALSE","14","211","FALSE","6"
2024-06-02 00:00:00.000,1,"SW Daily Meeting",2024-06-03 00:00:00.000,"NonProject","","5333","","FALSE","14","206","FALSE","6"
2024-06-02 00:00:00.000,1,"SW Daily Meeting",2024-06-03 00:00:00.000,"NonProject","","5348","","FALSE","14","211","FALSE","6"
2024-06-03 00:00:00.000,1,"SW Daily Meeting",2024-06-04 00:00:00.000,"NonProject","","5519","","FALSE","14","211","FALSE","6"
2024-06-02 00:00:00.000,1,"SW Daily Meeting",2024-06-05 00:00:00.000,"NonProject","","5609","","FALSE","14","209","FALSE","6"
2024-06-03 00:00:00.000,1,"SW Daily Meeting",2024-06-05 00:00:00.000,"NonProject","","5746","","FALSE","14","206","FALSE","6"
2024-06-04 00:00:00.000,1,"SW Daily Meeting",2024-06-05 00:00:00.000,"NonProject","","5761","","FALSE","14","211","FALSE","6"
2024-06-04 00:00:00.000,1,"SW Daily Meeting",2024-06-05 00:00:00.000,"NonProject","","5763","","FALSE","14","209","FALSE","6"
2024-05-30 00:00:00.000,1,"SW Daily Meeting",2024-06-09 00:00:00.000,"NonProject","","5953","","FALSE","14","213","FALSE","6"
2024-06-02 00:00:00.000,1,"SW Daily Meeting",2024-06-09 00:00:00.000,"NonProject","","5964","","FALSE","14","213","FALSE","6"
2024-06-03 00:00:00.000,1,"SW Daily Meeting",2024-06-09 00:00:00.000,"NonProject","","5967","","FALSE","14","213","FALSE","6"
2024-06-04 00:00:00.000,1,"SW Daily Meeting",2024-06-09 00:00:00.000,"NonProject","","5973","","FALSE","14","213","FALSE","6"
2024-06-09 00:00:00.000,1,"SW Daily Meeting",2024-06-10 00:00:00.000,"NonProject","","5981","","FALSE","14","213","FALSE","6"
2024-06-10 00:00:00.000,1,"SW Daily Meeting",2024-06-10 00:00:00.000,"NonProject","","6175","","FALSE","14","213","FALSE","6"
2024-06-09 00:00:00.000,1,"SW Daily Meeting",2024-06-11 00:00:00.000,"NonProject","","6197","","FALSE","14","206","FALSE","6"
2024-06-10 00:00:00.000,1,"SW Daily Meeting",2024-06-11 00:00:00.000,"NonProject","","6200","","FALSE","14","206","FALSE","6"
2024-06-09 00:00:00.000,1,"SW Daily Meeting",2024-06-11 00:00:00.000,"NonProject","","6253","","FALSE","14","209","FALSE","6"
2024-06-10 00:00:00.000,1,"SW Daily Meeting",2024-06-11 00:00:00.000,"NonProject","","6257","","FALSE","14","209","FALSE","6"
2024-06-10 00:00:00.000,1,"SW Daily Meeting",2024-06-11 00:00:00.000,"NonProject","","6285","","FALSE","14","211","FALSE","6"
2024-06-16 00:00:00.000,1,"SW Daily Meeting",2024-06-17 00:00:00.000,"NonProject","","6883","","FALSE","14","209","FALSE","6"
2024-06-13 00:00:00.000,1,"SW Daily Meeting",2024-06-17 00:00:00.000,"NonProject","","6903","","FALSE","14","213","FALSE","6"
2024-06-16 00:00:00.000,1,"SW Daily Meeting",2024-06-17 00:00:00.000,"NonProject","","6936","","FALSE","14","206","FALSE","6"
2024-06-13 00:00:00.000,1,"SW Daily Meeting",2024-06-17 00:00:00.000,"NonProject","","6942","","FALSE","14","206","FALSE","6"
2024-06-16 00:00:00.000,1,"SW Daily Meeting",2024-06-18 00:00:00.000,"NonProject","","7101","","FALSE","14","211","FALSE","6"
2024-06-17 00:00:00.000,1,"SW Daily Meeting",2024-06-18 00:00:00.000,"NonProject","","7104","","FALSE","14","211","FALSE","6"
2024-06-17 00:00:00.000,1,"SW Daily Meeting",2024-06-19 00:00:00.000,"NonProject","","7155","","FALSE","14","209","FALSE","6"
2024-06-18 00:00:00.000,1,"SW Daily Meeting",2024-06-19 00:00:00.000,"NonProject","","7285","","FALSE","14","211","FALSE","6"
2024-06-18 00:00:00.000,1,"SW Daily Meeting",2024-06-19 00:00:00.000,"NonProject","","7287","","FALSE","14","209","FALSE","6"
2024-06-18 00:00:00.000,1,"SW Daily Meeting",2024-06-20 00:00:00.000,"NonProject","","7510","","FALSE","14","206","FALSE","6"
2024-06-13 00:00:00.000,1,"SW Daily Meeting",2024-06-20 00:00:00.000,"NonProject","","7556","","FALSE","14","211","FALSE","6"
2024-06-23 00:00:00.000,1,"SW Daily Meeting",2024-06-24 00:00:00.000,"NonProject","","7857","","FALSE","14","209","FALSE","6"
2024-06-25 00:00:00.000,1,"SW Daily Meeting",2024-06-27 00:00:00.000,"NonProject","","8263","","FALSE","14","209","FALSE","6"
2024-06-24 00:00:00.000,1,"SW Daily Meeting",2024-06-27 00:00:00.000,"NonProject","","8268","","FALSE","14","209","FALSE","6"
2024-06-27 00:00:00.000,1,"SW Daily Meeting",2024-06-28 00:00:00.000,"NonProject","","8575","","FALSE","14","206","FALSE","6"
2024-06-27 00:00:00.000,1,"SW Daily Meeting",2024-06-28 00:00:00.000,"NonProject","","8580","","FALSE","14","209","FALSE","6"
2024-06-30 00:00:00.000,1,"SW Daily Meeting",2024-07-01 00:00:00.000,"NonProject","","8778","","FALSE","14","209","FALSE","6"
2024-06-30 00:00:00.000,1,"SW Daily Meeting",2024-07-01 00:00:00.000,"NonProject","","8803","","FALSE","14","211","FALSE","6"
2024-06-30 00:00:00.000,1,"SW Daily Meeting",2024-07-01 00:00:00.000,"NonProject","","8821","","FALSE","14","206","FALSE","6"
2024-06-30 00:00:00.000,1,"SW Daily Meeting",2024-07-01 00:00:00.000,"NonProject","","8823","","FALSE","14","127","FALSE","6"
2024-07-01 00:00:00.000,1,"SW Daily Meeting",2024-07-03 00:00:00.000,"NonProject","","9062","","FALSE","14","209","FALSE","6"
2024-07-01 00:00:00.000,1,"SW Daily Meeting",2024-07-03 00:00:00.000,"NonProject","","9073","","FALSE","14","206","FALSE","6"
2024-07-02 00:00:00.000,1,"SW Daily Meeting",2024-07-03 00:00:00.000,"NonProject","","9076","","FALSE","14","206","FALSE","6"
2024-07-02 00:00:00.000,1,"SW Daily Meeting",2024-07-03 00:00:00.000,"NonProject","","9093","","FALSE","14","209","FALSE","6"
2024-07-02 00:00:00.000,1,"SW Daily Meeting",2024-07-03 00:00:00.000,"NonProject","","9140","","FALSE","14","127","FALSE","6"
2024-07-03 00:00:00.000,1,"SW Daily Meeting",2024-07-04 00:00:00.000,"NonProject","","9203","","FALSE","14","211","FALSE","6"
2024-07-02 00:00:00.000,1,"SW Daily Meeting",2024-07-04 00:00:00.000,"NonProject","","9204","","FALSE","14","211","FALSE","6"
2024-07-01 00:00:00.000,1,"SW Daily Meeting",2024-07-04 00:00:00.000,"NonProject","","9205","","FALSE","14","211","FALSE","6"
2024-07-03 00:00:00.000,1,"SW Daily Meeting",2024-07-04 00:00:00.000,"NonProject","","9405","","FALSE","14","209","FALSE","6"
2024-07-03 00:00:00.000,1,"SW Daily Meeting",2024-07-04 00:00:00.000,"NonProject","","9423","","FALSE","14","127","FALSE","6"
2024-07-03 00:00:00.000,1,"SW Daily Meeting",2024-07-04 00:00:00.000,"NonProject","","9463","","FALSE","14","206","FALSE","6"
2024-07-04 00:00:00.000,1,"SW Daily Meeting",2024-07-05 00:00:00.000,"NonProject","","9526","","FALSE","14","206","FALSE","6"
2024-07-04 00:00:00.000,1,"SW Daily Meeting",2024-07-05 00:00:00.000,"NonProject","","9534","","FALSE","14","209","FALSE","6"
2024-07-04 00:00:00.000,1,"SW Daily Meeting",2024-07-05 00:00:00.000,"NonProject","","9542","","FALSE","14","211","FALSE","6"
2024-07-04 00:00:00.000,1,"SW Daily Meeting",2024-07-05 00:00:00.000,"NonProject","","9554","","FALSE","14","127","FALSE","6"
2024-07-07 00:00:00.000,1,"SW Daily Meeting",2024-07-08 00:00:00.000,"NonProject","","9727","","FALSE","14","211","FALSE","6"
2024-07-07 00:00:00.000,1,"SW Daily Meeting",2024-07-08 00:00:00.000,"NonProject","","9748","","FALSE","14","127","FALSE","6"
2024-07-07 00:00:00.000,1,"SW Daily Meeting",2024-07-08 00:00:00.000,"NonProject","","9760","","FALSE","14","206","FALSE","6"
2024-07-08 00:00:00.000,1,"SW Daily Meeting",2024-07-09 00:00:00.000,"NonProject","","9942","","FALSE","14","211","FALSE","6"
2024-07-07 00:00:00.000,1,"SW Daily Meeting",2024-07-10 00:00:00.000,"NonProject","","9989","","FALSE","14","209","FALSE","6"
2024-07-09 00:00:00.000,1,"SW Daily Meeting",2024-07-10 00:00:00.000,"NonProject","","10131","","FALSE","14","127","FALSE","6"
2024-07-09 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10322","","FALSE","14","209","FALSE","6"
2024-07-10 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10326","","FALSE","14","209","FALSE","6"
2024-07-10 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10365","","FALSE","14","211","FALSE","6"
2024-07-10 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10372","","FALSE","14","127","FALSE","6"
2024-07-09 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10378","","FALSE","14","206","FALSE","6"
2024-07-10 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10379","","FALSE","14","206","FALSE","6"
2024-07-02 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10418","","FALSE","14","213","FALSE","6"
2024-07-01 00:00:00.000,1,"SW Daily Meeting",2024-07-11 00:00:00.000,"NonProject","","10428","","FALSE","14","213","FALSE","6"
2024-07-04 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10434","","FALSE","14","213","FALSE","6"
2024-07-03 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10436","","FALSE","14","213","FALSE","6"
2024-07-08 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10446","","FALSE","14","213","FALSE","6"
2024-07-07 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10449","","FALSE","14","213","FALSE","6"
2024-07-09 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10455","","FALSE","14","213","FALSE","6"
2024-07-10 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10457","","FALSE","14","213","FALSE","6"
2024-07-11 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10459","","FALSE","14","213","FALSE","6"
2024-07-11 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10601","","FALSE","14","211","FALSE","6"
2024-07-11 00:00:00.000,1,"SW Daily Meeting",2024-07-12 00:00:00.000,"NonProject","","10605","","FALSE","14","209","FALSE","6"
2024-07-14 00:00:00.000,1,"SW Daily Meeting",2024-07-15 00:00:00.000,"NonProject","","10708","","FALSE","14","206","FALSE","6"
2024-07-14 00:00:00.000,1,"SW Daily Meeting",2024-07-15 00:00:00.000,"NonProject","","10717","","FALSE","14","213","FALSE","6"
2024-07-14 00:00:00.000,1,"SW Daily Meeting",2024-07-15 00:00:00.000,"NonProject","","10744","","FALSE","14","211","FALSE","6"
2024-07-14 00:00:00.000,1,"SW Daily Meeting",2024-07-15 00:00:00.000,"NonProject","","10765","","FALSE","14","127","FALSE","6"
2024-07-16 00:00:00.000,1,"SW Daily Meeting",2024-07-16 00:00:00.000,"NonProject","","10896","","FALSE","14","213","FALSE","6"
2024-07-15 00:00:00.000,1,"SW Daily Meeting",2024-07-16 00:00:00.000,"NonProject","","10914","","FALSE","14","211","FALSE","6"
2024-07-15 00:00:00.000,1,"SW Daily Meeting",2024-07-16 00:00:00.000,"NonProject","","10928","","FALSE","14","127","FALSE","6"
2024-07-15 00:00:00.000,1,"SW Daily Meeting",2024-07-17 00:00:00.000,"NonProject","","11036","","FALSE","14","206","FALSE","6"
2024-07-16 00:00:00.000,1,"SW Daily Meeting",2024-07-17 00:00:00.000,"NonProject","","11040","","FALSE","14","206","FALSE","6"
2024-07-15 00:00:00.000,1,"SW Daily Meeting",2024-07-17 00:00:00.000,"NonProject","","11041","","FALSE","14","209","FALSE","6"
2024-07-15 00:00:00.000,1,"SW Daily Meeting",2024-07-17 00:00:00.000,"NonProject","","11096","","FALSE","14","213","FALSE","6"
2024-07-16 00:00:00.000,1,"SW Daily Meeting",2024-07-17 00:00:00.000,"NonProject","","11101","","FALSE","14","209","FALSE","6"
2024-07-16 00:00:00.000,1,"SW Daily Meeting",2024-07-17 00:00:00.000,"NonProject","","11109","","FALSE","14","211","FALSE","6"
2024-07-16 00:00:00.000,1,"SW Daily Meeting",2024-07-17 00:00:00.000,"NonProject","","11118","","FALSE","14","127","FALSE","6"
2024-07-18 00:00:00.000,1,"SW Daily Meeting",2024-07-18 00:00:00.000,"NonProject","","11347","","FALSE","14","213","FALSE","6"
2024-07-16 00:00:00.000,1,"SW Daily Meeting",2024-07-18 00:00:00.000,"NonProject","","11429","","FALSE","14","206","FALSE","6"
2024-07-17 00:00:00.000,1,"SW Daily Meeting",2024-07-19 00:00:00.000,"NonProject","","11455","","FALSE","14","209","FALSE","6"
2024-07-17 00:00:00.000,1,"SW Daily Meeting",2024-07-19 00:00:00.000,"NonProject","","11582","","FALSE","14","213","FALSE","6"
2024-07-18 00:00:00.000,1,"SW Daily Meeting",2024-07-19 00:00:00.000,"NonProject","","11588","","FALSE","14","211","FALSE","6"
2024-07-21 00:00:00.000,1,"SW Daily Meeting",2024-07-22 00:00:00.000,"NonProject","","11720","","FALSE","14","213","FALSE","6"
2024-07-21 00:00:00.000,1,"SW Daily Meeting",2024-07-22 00:00:00.000,"NonProject","","11735","","FALSE","14","211","FALSE","6"
2024-07-21 00:00:00.000,1,"SW Daily Meeting",2024-07-22 00:00:00.000,"NonProject","","11745","","FALSE","14","206","FALSE","6"
2024-07-21 00:00:00.000,1,"SW Daily Meeting",2024-07-22 00:00:00.000,"NonProject","","11763","","FALSE","14","127","FALSE","6"
2024-07-22 00:00:00.000,1,"SW Daily Meeting",2024-07-23 00:00:00.000,"NonProject","","11909","","FALSE","14","213","FALSE","6"
2024-07-23 00:00:00.000,1,"SW Daily Meeting",2024-07-24 00:00:00.000,"NonProject","","12148","","FALSE","14","127","FALSE","6"
2024-07-24 00:00:00.000,1,"SW Daily Meeting",2024-07-25 00:00:00.000,"NonProject","","12289","","FALSE","14","211","FALSE","6"
2024-07-24 00:00:00.000,1,"SW Daily Meeting",2024-07-25 00:00:00.000,"NonProject","","12293","","FALSE","14","127","FALSE","6"
2024-07-23 00:00:00.000,1,"SW Daily Meeting",2024-07-25 00:00:00.000,"NonProject","","12342","","FALSE","14","213","FALSE","6"
2024-07-25 00:00:00.000,1,"SW Daily Meeting",2024-07-30 00:00:00.000,"NonProject","","12779","","FALSE","14","213","FALSE","6"
2024-08-04 00:00:00.000,1,"SW Daily Meeting",2024-08-05 00:00:00.000,"NonProject","","13443","","FALSE","14","127","FALSE","6"
2024-08-04 00:00:00.000,1,"SW Daily Meeting",2024-08-05 00:00:00.000,"NonProject","","13487","","FALSE","14","211","FALSE","6"
2024-08-06 00:00:00.000,1,"SW Daily Meeting",2024-08-09 00:00:00.000,"NonProject","","13971","","FALSE","14","213","FALSE","6"
2024-08-08 00:00:00.000,1,"SW Daily Meeting",2024-08-18 00:00:00.000,"NonProject","","14364","","FALSE","14","213","FALSE","6"
2024-08-12 00:00:00.000,1,"SW Daily Meeting",2024-08-18 00:00:00.000,"NonProject","","14368","","FALSE","14","213","FALSE","6"
2024-08-13 00:00:00.000,1,"SW Daily Meeting",2024-08-18 00:00:00.000,"NonProject","","14378","","FALSE","14","213","FALSE","6"
2024-08-15 00:00:00.000,1,"SW Daily Meeting",2024-08-18 00:00:00.000,"NonProject","","14387","","FALSE","14","213","FALSE","6"
2024-08-18 00:00:00.000,1,"SW Daily Meeting",2024-08-23 00:00:00.000,"NonProject","","14997","","FALSE","14","213","FALSE","6"
2024-08-19 00:00:00.000,1,"SW Daily Meeting",2024-08-23 00:00:00.000,"NonProject","","15001","","FALSE","14","213","FALSE","6"
2024-09-01 00:00:00.000,1,"SW Daily Meeting",2024-09-09 00:00:00.000,"NonProject","","16542","","FALSE","14","213","FALSE","6"
2024-09-02 00:00:00.000,1,"SW Daily Meeting",2024-09-09 00:00:00.000,"NonProject","","16591","","FALSE","14","213","FALSE","6"
2024-04-17 00:00:00.000,1,"Weekly meeting",2024-04-18 00:00:00.000,"NonProject","","117","","FALSE","14","204","FALSE","6"
2024-04-17 00:00:00.000,1,"Weekly meeting",2024-04-22 00:00:00.000,"NonProject","","208","","FALSE","14","217","FALSE","6"
2024-04-22 00:00:00.000,1,"Weekly meeting",2024-04-23 00:00:00.000,"NonProject","","261","","FALSE","14","223","FALSE","6"
2024-04-25 00:00:00.000,1,"Weekly meeting",2024-04-26 00:00:00.000,"NonProject","","624","","FALSE","14","224","FALSE","6"
2024-04-24 00:00:00.000,1,"Weekly meeting",2024-04-28 00:00:00.000,"NonProject","","667","","FALSE","14","217","FALSE","6"
2024-04-29 00:00:00.000,1,"Weekly meeting",2024-04-29 00:00:00.000,"NonProject","","838","","FALSE","14","220","FALSE","6"
2024-05-02 00:00:00.000,1,"Weekly meeting",2024-05-03 00:00:00.000,"NonProject","","1287","","FALSE","14","224","FALSE","6"
2024-05-06 00:00:00.000,1,"Weekly meeting",2024-05-07 00:00:00.000,"NonProject","","1430","","FALSE","14","220","FALSE","6"
2024-05-09 00:00:00.000,1,"Weekly meeting",2024-05-10 00:00:00.000,"NonProject","","2127","","FALSE","14","224","FALSE","6"
2024-05-12 00:00:00.000,1,"Weekly meeting",2024-05-13 00:00:00.000,"NonProject","","2414","","FALSE","14","222","FALSE","6"
2024-05-08 00:00:00.000,1,"Weekly meeting",2024-05-13 00:00:00.000,"NonProject","","2527","","FALSE","14","217","FALSE","6"
2024-05-12 00:00:00.000,1,"Weekly meeting",2024-05-14 00:00:00.000,"NonProject","","2557","","FALSE","14","162","FALSE","6"
2024-05-16 00:00:00.000,1,"Weekly meeting",2024-05-17 00:00:00.000,"NonProject","","3144","","FALSE","14","224","FALSE","6"
2024-05-19 00:00:00.000,1,"Weekly meeting",2024-05-20 00:00:00.000,"NonProject","","3247","","FALSE","14","169","FALSE","6"
2024-05-16 00:00:00.000,1,"Weekly meeting",2024-05-21 00:00:00.000,"NonProject","","3451","","FALSE","14","217","FALSE","6"
